#Software: Microsoft Internet Information Services 5.0
#Version: 1.0
#Date: 2003-12-15 00:01:08
#Fields: date time c-ip cs-username s-ip s-port cs-method cs-uri-stem cs-uri-query sc-status cs(User-Agent) 
2003-12-15 00:01:08 200.216.109.215 - 200.155.63.7 80 GET /gps - 404 Mozilla/4.0+(compatible;+MSIE+5.01;+Windows+NT+5.0)
2003-12-15 00:06:51 200.250.37.41 - 200.155.63.7 80 GET /clientes/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2003-12-15 00:07:30 200.250.37.41 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2003-12-15 00:11:25 200.181.199.214 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=camara_de_rolandia 200 Mozilla/4.0+(compatible;+MSIE+5.0;+Windows+98;+DigExt)
2003-12-15 00:21:48 200.250.37.41 - 200.155.63.7 80 GET /clientes/default.asp cliente=rolandia&ultimas_fixa=true 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98)
2003-12-15 00:25:01 66.196.90.238 - 200.155.63.7 80 GET /robots.txt - 404 Mozilla/5.0+(Slurp/si;+slurp@inktomi.com;+http://www.inktomi.com/slurp.html)
2003-12-15 00:25:01 66.196.90.104 - 200.155.63.7 80 GET /clientes/site/ cliente=assis&idfam=214 302 Mozilla/5.0+(Slurp/cat;+slurp@inktomi.com;+http://www.inktomi.com/slurp.html)
2003-12-15 00:25:06 66.196.90.104 - 200.155.63.7 80 GET /clientes/site/Default.asp cliente=assis&idfam=214 200 Mozilla/5.0+(Slurp/cat;+slurp@inktomi.com;+http://www.inktomi.com/slurp.html)
2003-12-15 00:32:26 200.181.199.214 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=camara_de_rolandia 200 Mozilla/4.0+(compatible;+MSIE+5.0;+Windows+98;+DigExt)
2003-12-15 00:59:17 200.146.24.125 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=magister 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2003-12-15 01:13:38 200.230.71.53 - 200.155.63.7 80 GET /clientes/site/default.asp cliente=assis 200 Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1)
2003-12-15 01:31:40 66.196.65.37 - 200.155.63.7 80 GET /robots.txt - 404 Mozilla/5.0+(Slurp/si;+slurp@inktomi.com;+http://www.inktomi.com/slurp.html)
2003-12-15 01:34:41 66.196.72.13 - 200.155.63.7 80 GET /clientes/site/ cliente=granado_e_pescador&idfam=69 302 Mozilla/5.0+(Slurp/cat;+slurp@inktomi.com;+http://www.inktomi.com/slurp.html)
2003-12-15 01:42:40 66.196.72.13 - 200.155.63.7 80 GET /clientes/site/Default.asp cliente=granado_e_pescador&idfam=69 200 Mozilla/5.0+(Slurp/cat;+slurp@inktomi.com;+http://www.inktomi.com/slurp.html)
2003-12-15 02:15:25 200.181.104.60 - 200.155.63.7 80 GET /clientes/site/default.asp idfam=275&cliente=assis 200 Mozilla/4.0+(compatible;+MSIE+5.01;+Windows+98)
2003-12-15 02:16:20 141.151.71.67 - 200.155.63.7 80 GET /clientes/site/ idfam=72&cliente=granado_e_pescador 302 Mozilla/4.0+(compatible;+MSIE+6.0;+MSN+2.5;+Windows+98)
2003-12-15 02:16:20 141.151.71.67 - 200.155.63.7 80 GET /clientes/site/Default.asp idfam=72&cliente=granado_e_pescador 200 Mozilla/4.0+(compatible;+MSIE+6.0;+MSN+2.5;+Windows+98)
